Время,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч"
2023-03-19 08:10,27,25.24,61,76
2023-03-19 08:05,13,4.14,45,52
2023-03-19 08:05,18,7.27,61,66
2023-03-19 08:00,39,37.04,55,66
2023-03-19 08:00,55,42.41,60,73
2023-03-19 07:55,27,23.69,58,76
2023-03-19 07:55,35,28.76,59,73
2023-03-19 07:50,21,10.07,49,63
2023-03-19 07:50,42,15.61,63,75
2023-03-19 07:45,30,22.83,55,78
2023-03-19 07:45,40,31.26,63,73
2023-03-19 07:40,30,6.87,58,67
2023-03-19 07:40,33,9.67,59,71
2023-03-19 07:35,28,38.00,45,76
2023-03-19 07:35,23,26.40,61,79
2023-03-19 07:30,33,17.33,57,76
2023-03-19 07:30,30,20.30,61,68
2023-03-19 07:25,22,9.82,58,70
2023-03-19 07:25,19,8.40,61,67
2023-03-19 07:20,23,33.77,39,62
2023-03-19 07:20,27,37.65,49,68
2023-03-19 07:15,18,23.96,54,68
2023-03-19 07:15,24,28.89,66,81
2023-03-19 07:10,16,4.36,56,67
2023-03-19 07:10,25,8.14,62,67
2023-03-19 07:05,12,3.83,57,74
2023-03-19 07:05,19,6.53,65,76
2023-03-19 07:00,7,14.42,52,73
2023-03-19 07:00,14,8.92,61,71
2023-03-19 06:55,14,19.51,53,69
2023-03-19 06:55,19,22.64,65,83
2023-03-19 06:50,16,35.78,51,75
2023-03-19 06:50,15,35.79,60,74
2023-03-19 06:45,13,17.99,52,66
2023-03-19 06:45,18,18.95,65,74
