Время,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч"
2023-03-18 19:40,51,53.93,25,42
2023-03-18 19:35,137,51.38,27,39
2023-03-18 19:30,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч"
2023-03-18 19:25,34,33.83,29,35
2023-03-18 19:20,32,58.23,32,48
2023-03-18 19:15,50,67.23,25,34
2023-03-18 19:10,108,68.59,26,40
2023-03-18 19:05,128,57.29,31,44
2023-03-18 19:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч"
2023-03-18 18:55,40,36.96,32,39
2023-03-18 18:50,36,63.53,26,41
2023-03-18 18:45,34,99.14,25,34
2023-03-18 18:40,83,80.77,27,40
2023-03-18 18:35,107,63.32,28,42
2023-03-18 18:30,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч"
2023-03-18 18:25,34,41.25,33,38
2023-03-18 18:20,18,67.70,25,43
2023-03-18 18:15,31,75.94,23,38
2023-03-18 18:10,81,85.90,26,40
2023-03-18 18:05,117,65.32,30,41
2023-03-18 18:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч"
2023-03-18 17:55,58,49.11,34,40
2023-03-18 17:50,39,72.58,26,43
2023-03-18 17:45,26,98.79,27,39
2023-03-18 17:40,64,81.60,29,42
2023-03-18 17:35,139,65.03,27,38
2023-03-18 17:30,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч"
2023-03-18 17:25,47,46.47,29,40
2023-03-18 17:20,44,53.12,28,44
2023-03-18 17:15,43,97.21,26,43
2023-03-18 17:10,60,81.82,26,40
2023-03-18 17:05,115,74.62,28,38
2023-03-18 17:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч"
2023-03-18 16:55,53,61.07,34,39
2023-03-18 16:50,35,61.27,28,45
2023-03-18 16:45,41,100.00,28,42
2023-03-18 16:40,94,85.19,21,31
2023-03-18 16:35,127,78.58,27,38
2023-03-18 16:30,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч"
2023-03-18 16:25,47,45.73,34,40
2023-03-18 16:20,48,56.48,30,43
2023-03-18 16:15,58,97.01,23,35
2023-03-18 16:10,93,79.57,23,31
2023-03-18 16:05,143,77.62,29,38
2023-03-18 16:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч"
2023-03-18 15:55,54,36.29,35,44
2023-03-18 15:50,43,71.63,23,38
2023-03-18 15:45,54,100.00,26,40
2023-03-18 15:40,115,85.97,20,30
2023-03-18 15:35,169,64.90,28,37
2023-03-18 15:30,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч"
2023-03-18 15:25,66,78.71,27,32
2023-03-18 15:20,38,64.76,24,35
2023-03-18 15:15,38,94.11,22,33
2023-03-18 15:10,84,80.91,25,38
2023-03-18 15:05,109,69.11,24,31
2023-03-18 15:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч"
2023-03-18 14:55,36,37.88,32,38
2023-03-18 14:50,58,79.26,27,35
2023-03-18 14:45,54,74.93,24,37
2023-03-18 14:40,81,65.03,24,35
2023-03-18 14:35,149,57.10,31,43
2023-03-18 14:30,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч"
2023-03-18 14:25,55,42.75,32,45
2023-03-18 14:20,48,59.36,25,40
2023-03-18 14:15,66,100.00,27,33
2023-03-18 14:10,56,82.38,26,43
2023-03-18 14:05,174,74.31,25,37
2023-03-18 14:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч"
