Время,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 04:40:00,5,2.73,70,72,0
,,,,,
2023-03-20 04:35:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 04:35:00,10,2.29,0,0,0
2023-03-20 04:35:00,5,1.74,0,0,0
2023-03-20 04:35:00,5,2.85,0,0,0
,,,,,
2023-03-20 04:30:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 04:30:00,13,8.57,53,58,0
2023-03-20 04:30:00,7,8.16,36,36,0
2023-03-20 04:30:00,6,8.97,70,79,0
,,,,,
2023-03-20 04:25:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 04:25:00,12,3.18,58,73,0
2023-03-20 04:25:00,5,2.54,49,78,0
2023-03-20 04:25:00,7,3.81,67,67,0
,,,,,
2023-03-20 04:20:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 04:20:00,7,1.20,56,56,0
2023-03-20 04:20:00,4,0.78,53,53,0
2023-03-20 04:20:00,3,1.63,59,60,0
,,,,,
2023-03-20 04:15:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 04:15:00,5,0.78,32,34,0
2023-03-20 04:15:00,0,0.13,0,0,0
2023-03-20 04:15:00,5,1.43,63,67,0
,,,,,
2023-03-20 04:10:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 04:10:00,9,1.77,26,37,0
2023-03-20 04:10:00,2,1.11,0,0,0
2023-03-20 04:10:00,7,2.42,52,74,0
,,,,,
2023-03-20 04:05:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 04:05:00,6,1.75,45,45,0
2023-03-20 04:05:00,3,1.66,0,0,0
2023-03-20 04:05:00,3,1.84,89,89,0
,,,,,
2023-03-20 04:00:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 04:00:00,4,1.27,30,30,0
2023-03-20 04:00:00,3,0.81,59,59,0
2023-03-20 04:00:00,1,1.74,0,0,0
,,,,,
2023-03-20 03:55:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 03:55:00,11,1.56,58,64,0
2023-03-20 03:55:00,4,0.78,57,57,0
2023-03-20 03:55:00,7,2.34,59,71,0
,,,,,
2023-03-20 03:50:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 03:50:00,8,1.51,41,56,0
2023-03-20 03:50:00,2,0.59,0,0,0
2023-03-20 03:50:00,6,2.42,83,111,0
,,,,,
2023-03-20 03:45:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 03:45:00,13,2.18,47,50,0
2023-03-20 03:45:00,3,1.43,25,25,0
2023-03-20 03:45:00,10,2.93,69,76,0
,,,,,
2023-03-20 03:40:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 03:40:00,16,9.57,19,19,0
2023-03-20 03:40:00,7,8.88,38,39,0
2023-03-20 03:40:00,9,10.26,0,0,0
,,,,,
2023-03-20 03:35:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 03:35:00,10,2.35,17,36,0
2023-03-20 03:35:00,3,0.89,0,0,0
2023-03-20 03:35:00,7,3.82,34,73,0
,,,,,
2023-03-20 03:30:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 03:30:00,5,0.65,0,0,0
2023-03-20 03:30:00,3,0.53,0,0,0
2023-03-20 03:30:00,2,0.76,0,0,0
,,,,,
2023-03-20 03:25:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 03:25:00,8,1.24,28,40,0
2023-03-20 03:25:00,3,0.40,0,0,0
2023-03-20 03:25:00,5,2.07,57,79,0
,,,,,
2023-03-20 03:20:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 03:20:00,5,1.51,0,0,0
2023-03-20 03:20:00,2,1.01,0,0,0
2023-03-20 03:20:00,3,2.00,0,0,0
,,,,,
2023-03-20 03:15:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 03:15:00,6,1.10,81,89,0
2023-03-20 03:15:00,1,0.58,82,82,0
2023-03-20 03:15:00,5,1.62,81,96,0
,,,,,
2023-03-20 03:10:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 03:10:00,4,1.19,0,0,0
2023-03-20 03:10:00,1,0.74,0,0,0
2023-03-20 03:10:00,3,1.65,0,0,0
,,,,,
2023-03-20 03:05:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 03:05:00,6,0.81,53,68,0
2023-03-20 03:05:00,3,0.53,45,77,0
2023-03-20 03:05:00,3,1.09,60,60,0
,,,,,
2023-03-20 03:00:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 03:00:00,8,3.07,32,35,0
2023-03-20 03:00:00,4,2.43,64,70,0
2023-03-20 03:00:00,4,3.71,0,0,0
,,,,,
2023-03-20 02:55:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 02:55:00,7,1.37,27,27,0
2023-03-20 02:55:00,1,0.69,0,0,0
2023-03-20 02:55:00,6,2.05,54,54,0
,,,,,
2023-03-20 02:50:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 02:50:00,10,1.57,58,62,0
2023-03-20 02:50:00,2,0.44,51,51,0
2023-03-20 02:50:00,8,2.70,66,74,0
,,,,,
2023-03-20 02:45:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 02:45:00,9,1.47,64,66,0
